Name	Group	SMARTS	Author	Article	Alert_ID	Reject	Accept
4halo_pyrimidine_2_6EWG	Linkage = 'NR' (PRI = 0, PSI = 3.12)	n1c([$(S(=O)(=O)),$(C(F)(F)(F)),$(C#N),$(N(=O)(=O)),$([N+](=O)[O-]),$(C=O)])[n;R1]c([F,Cl,Br,I])cc1([$(S(=O)(=O)),$(C(F)(F)(F)),$(C#N),$(N(=O)(=O)),$([N+](=O)[O-]),$(C=O)])	Pearce, BC, Sofia, MJ, Good, AC, Drexler, DM, Stock, DA, 	An empirical process for the design of high-throughput screening deck filters.	TA1714		['n1c([$(S(=O)(=O)),$(C(F)(F)(F)),$(C#N),$(N(=O)(=O)),$([N+](=O)[O-]),$(C=O)])[n;R1]c([F,Cl,Br,I])cc1([$(S(=O)(=O)),$(C(F)(F)(F)),$(C#N),$(N(=O)(=O)),$([N+](=O)[O-]),$(C=O)])']
phos_serine_warhead	Linkage = 'NR' (PRI = 0, PSI = NA)	NC(COP(O)(O)=O)C(O)=O	Pearce, BC, Sofia, MJ, Good, AC, Drexler, DM, Stock, DA, 	An empirical process for the design of high-throughput screening deck filters.	TA1715		['NC(COP(O)(O)=O)C(O)=O']
phos_threonine_warhead	Linkage = 'NR' (PRI = 0, PSI = NA)	NC(C(C)OP(O)(O)=O)C(O)=O	Pearce, BC, Sofia, MJ, Good, AC, Drexler, DM, Stock, DA, 	An empirical process for the design of high-throughput screening deck filters.	TA1716		['NC(C(C)OP(O)(O)=O)C(O)=O']
phos_tyrosine_warhead	Linkage = 'NR' (PRI = 0, PSI = NA)	NC(Cc1ccc(OP(O)(O)=O)cc1)C(O)=O	Pearce, BC, Sofia, MJ, Good, AC, Drexler, DM, Stock, DA, 	An empirical process for the design of high-throughput screening deck filters.	TA1717		['NC(Cc1ccc(OP(O)(O)=O)cc1)C(O)=O']
sulphonyl_cyanide	Linkage = 'NR' (PRI = 0, PSI = NA)	S(=O)(=O)C#N	Pearce, BC, Sofia, MJ, Good, AC, Drexler, DM, Stock, DA, 	An empirical process for the design of high-throughput screening deck filters.	TA1718		['S(=O)(=O)C#N']
trifluoroacetate_thioester	Linkage = 'NR' (PRI = 0, PSI = NA)	C(F)(F)(F)C(=O)S	Pearce, BC, Sofia, MJ, Good, AC, Drexler, DM, Stock, DA, 	An empirical process for the design of high-throughput screening deck filters.	TA1719		['C(F)(F)(F)C(=O)S']
2halo_pyrazine_5EWG	Linkage = 'LOW' (PRI = 0.11, PSI = 1)	[n;R1]1c([F,Cl,Br,I])[c;!$(c-N)]nc([$(S(=O)(=O)),$(C(F)(F)(F)),$(C#N),$(N(=O)(=O)),$([N+](=O)[O-]),$(C=O)])[c;!$(c-N)]1	Pearce, BC, Sofia, MJ, Good, AC, Drexler, DM, Stock, DA, 	An empirical process for the design of high-throughput screening deck filters.	TA1720		['[n;R1]1c([F,Cl,Br,I])[c;!$(c-N)]nc([$(S(=O)(=O)),$(C(F)(F)(F)),$(C#N),$(N(=O)(=O)),$([N+](=O)[O-]),$(C=O)])[c;!$(c-N)]1']
activated_4mem_ring	Linkage = 'LOW' (PRI = 0.15, PSI = 5)	[#6]1~[$(C(=O)),$(S(=O))]~[O,S,N]~[$(C(=O)),$(S(=O))]1	Pearce, BC, Sofia, MJ, Good, AC, Drexler, DM, Stock, DA, 	An empirical process for the design of high-throughput screening deck filters.	TA1721		['[#6]1~[$(C(=O)),$(S(=O))]~[O,S,N]~[$(C(=O)),$(S(=O))]1']
halo_5heterocycle_bis_EWG	Linkage = 'NR' (PRI = 0.19, PSI = 2)	[n,o,s]1c([$(S(=O)(=O)),$([F,Cl]),$(C(F)(F)(F)),$(C#N),$(N(=O)(=O)),$([N+](=O)[O-]),$(C(=O))])c([$(S(=O)(=O)),$([F,Cl]),$(C(F)(F)(F)),$(C#N),$(N(=O)(=O)),$([N+](=O)[O-]),$(C(=O))])nc1([Cl,Br,I])	Pearce, BC, Sofia, MJ, Good, AC, Drexler, DM, Stock, DA, 	An empirical process for the design of high-throughput screening deck filters.	TA1722		['[n,o,s]1c([$(S(=O)(=O)),$([F,Cl]),$(C(F)(F)(F)),$(C#N),$(N(=O)(=O)),$([N+](=O)[O-]),$(C(=O))])c([$(S(=O)(=O)),$([F,Cl]),$(C(F)(F)(F)),$(C#N),$(N(=O)(=O)),$([N+](=O)[O-]),$(C(=O))])nc1([Cl,Br,I])']
hydroxamate_warhead	Linkage = 'MED' (PRI = 0.24, PSI = 3.67)	C([N;H1]([O;D1]))=O	Pearce, BC, Sofia, MJ, Good, AC, Drexler, DM, Stock, DA, 	An empirical process for the design of high-throughput screening deck filters.	TA1723		['C([N;H1]([O;D1]))=O']
thiol_warhead	Linkage = 'MED' (PRI = 0.27, PSI = 4.55)	NC(C[S;D1])C(O)=O	Pearce, BC, Sofia, MJ, Good, AC, Drexler, DM, Stock, DA, 	An empirical process for the design of high-throughput screening deck filters.	TA1724		['NC(C[S;D1])C(O)=O']
tris_activated_aryl_ester	Linkage = 'LOW' (PRI = 0.32, PSI = 2.67)	[$(O=[C,S]Oc1a([$(S(=O)(=O)),F,$(C(F)(F)(F)),$(C#N),$(N(=O)(=O)),$([N+](=O)[O-]),$(C(=O)O),$(C(=O)N)])a([$(S(=O)(=O)),F,$(C(F)(F)(F)),$(C#N),$(N(=O)(=O)),$([N+](=O)[O-]),$(C(=O)O),$(C(=O)N)])a([$(S(=O)(=O)),F,$(C(F)(F)(F)),$(C#N),$(N(=O)(=O)),$([N+](=O)[O-]),$(C(=O)O),$(C(=O)N)])aa1),$(O=[C,S]Oc1a([$(S(=O)(=O)),F,$(C(F)(F)(F)),$(C#N),$(N(=O)(=O)),$([N+](=O)[O-]),$(C(=O)O),$(C(=O)N)])a([$(S(=O)(=O)),F,$(C(F)(F)(F)),$(C#N),$(N(=O)(=O)),$([N+](=O)[O-]),$(C(=O)O),$(C(=O)N)])aaa([$(S(=O)(=O)),F,$(C(F)(F)(F)),$(C#N),$(N(=O)(=O)),$([N+](=O)[O-]),$(C(=O)O),$(C(=O)N)])1),$(O=[C,S]Oc1a([$(S(=O)(=O)),F,$(C(F)(F)(F)),$(C#N),$(N(=O)(=O)),$([N+](=O)[O-]),$(C(=O)O),$(C(=O)N)])aa([$(S(=O)(=O)),F,$(C(F)(F)(F)),$(C#N),$(N(=O)(=O)),$([N+](=O)[O-]),$(C(=O)O),$(C(=O)N)])a([$(S(=O)(=O)),F,$(C(F)(F)(F)),$(C#N),$(N(=O)(=O)),$([N+](=O)[O-]),$(C(=O)O),$(C(=O)N)])a1),$(O=[C,S]Oc1a([$(S(=O)(=O)),F,$(C(F)(F)(F)),$(C#N),$(N(=O)(=O)),$([N+](=O)[O-]),$(C(=O)O),$(C(=O)N)])aa([$(S(=O)(=O)),F,$(C(F)(F)(F)),$(C#N),$(N(=O)(=O)),$([N+](=O)[O-]),$(C(=O)O),$(C(=O)N)])aa([$(S(=O)(=O)),F,$(C(F)(F)(F)),$(C#N),$(N(=O)(=O)),$([N+](=O)[O-]),$(C(=O)O),$(C(=O)N)])1)]	Pearce, BC, Sofia, MJ, Good, AC, Drexler, DM, Stock, DA, 	An empirical process for the design of high-throughput screening deck filters.	TA1725		['[$(O=[C,S]Oc1a([$(S(=O)(=O)),F,$(C(F)(F)(F)),$(C#N),$(N(=O)(=O)),$([N+](=O)[O-]),$(C(=O)O),$(C(=O)N)])a([$(S(=O)(=O)),F,$(C(F)(F)(F)),$(C#N),$(N(=O)(=O)),$([N+](=O)[O-]),$(C(=O)O),$(C(=O)N)])a([$(S(=O)(=O)),F,$(C(F)(F)(F)),$(C#N),$(N(=O)(=O)),$([N+](=O)[O-]),$(C(=O)O),$(C(=O)N)])aa1),$(O=[C,S]Oc1a([$(S(=O)(=O)),F,$(C(F)(F)(F)),$(C#N),$(N(=O)(=O)),$([N+](=O)[O-]),$(C(=O)O),$(C(=O)N)])a([$(S(=O)(=O)),F,$(C(F)(F)(F)),$(C#N),$(N(=O)(=O)),$([N+](=O)[O-]),$(C(=O)O),$(C(=O)N)])aaa([$(S(=O)(=O)),F,$(C(F)(F)(F)),$(C#N),$(N(=O)(=O)),$([N+](=O)[O-]),$(C(=O)O),$(C(=O)N)])1),$(O=[C,S]Oc1a([$(S(=O)(=O)),F,$(C(F)(F)(F)),$(C#N),$(N(=O)(=O)),$([N+](=O)[O-]),$(C(=O)O),$(C(=O)N)])aa([$(S(=O)(=O)),F,$(C(F)(F)(F)),$(C#N),$(N(=O)(=O)),$([N+](=O)[O-]),$(C(=O)O),$(C(=O)N)])a([$(S(=O)(=O)),F,$(C(F)(F)(F)),$(C#N),$(N(=O)(=O)),$([N+](=O)[O-]),$(C(=O)O),$(C(=O)N)])a1),$(O=[C,S]Oc1a([$(S(=O)(=O)),F,$(C(F)(F)(F)),$(C#N),$(N(=O)(=O)),$([N+](=O)[O-]),$(C(=O)O),$(C(=O)N)])aa([$(S(=O)(=O)),F,$(C(F)(F)(F)),$(C#N),$(N(=O)(=O)),$([N+](=O)[O-]),$(C(=O)O),$(C(=O)N)])aa([$(S(=O)(=O)),F,$(C(F)(F)(F)),$(C#N),$(N(=O)(=O)),$([N+](=O)[O-]),$(C(=O)O),$(C(=O)N)])1)]']
activated_vinyl_sulfonate	Linkage = 'LOW' (PRI = 0.36, PSI = 3.25)	O(-S(=O)(=O))C=[$(C(S(=O)(=O))),$(C(C(F)(F)(F))),$(C(C#N)),$(C(N(=O)(=O))),$(C([N+](=O)[O-])),$(C(C(=O)));!$(C(N))]	Pearce, BC, Sofia, MJ, Good, AC, Drexler, DM, Stock, DA, 	An empirical process for the design of high-throughput screening deck filters.	TA1726		['O(-S(=O)(=O))C=[$(C(S(=O)(=O))),$(C(C(F)(F)(F))),$(C(C#N)),$(C(N(=O)(=O))),$(C([N+](=O)[O-])),$(C(C(=O)));!$(C(N))]']
acyl_cyanide	Linkage = 'LOW' (PRI = 0.36, PSI = 2.75)	C(=O)-C#N	Pearce, BC, Sofia, MJ, Good, AC, Drexler, DM, Stock, DA, 	An empirical process for the design of high-throughput screening deck filters.	TA1727		['C(=O)-C#N']
pentafluorophenylester	Linkage = 'NR' (PRI = 0.37, PSI = 2)	C(=O)Oc1c(F)c(F)c(F)c(F)c1(F)	Pearce, BC, Sofia, MJ, Good, AC, Drexler, DM, Stock, DA, 	An empirical process for the design of high-throughput screening deck filters.	TA1728		['C(=O)Oc1c(F)c(F)c(F)c(F)c1(F)']
vinyl_carbonyl_EWG	Linkage = 'LOW' (PRI = 0.38, PSI = 1.67)	[C;!R]([$(S(=O)(=O)),$(C(F)(F)(F)),$(C#N),$(N(=O)(=O)),$([N+](=O)[O-]),$(C=O)])([$(S(=O)(=O)),$(C(F)(F)(F)),$(C#N),$(N(=O)(=O)),$([N+](=O)[O-]),$(C=O)])=[C;!R]([C;!R](=O))([!$([#8]);!$([#7])])	Pearce, BC, Sofia, MJ, Good, AC, Drexler, DM, Stock, DA, 	An empirical process for the design of high-throughput screening deck filters.	TA1729		['[C;!R]([$(S(=O)(=O)),$(C(F)(F)(F)),$(C#N),$(N(=O)(=O)),$([N+](=O)[O-]),$(C=O)])([$(S(=O)(=O)),$(C(F)(F)(F)),$(C#N),$(N(=O)(=O)),$([N+](=O)[O-]),$(C=O)])=[C;!R]([C;!R](=O))([!$([#8]);!$([#7])])']
4halo_pyrimidine_5EWG	Linkage = 'LOW' (PRI = 0.4, PSI = 3.12)	n1c[n;R1]c([F,Cl,Br,I])[#6]([$(S(=O)(=O)),$(C(F)(F)(F)),$(C#N),$(N(=O)(=O)),$([N+](=O)[O-]),$(C=O)])c1	Pearce, BC, Sofia, MJ, Good, AC, Drexler, DM, Stock, DA, 	An empirical process for the design of high-throughput screening deck filters.	TA1730		['n1c[n;R1]c([F,Cl,Br,I])[#6]([$(S(=O)(=O)),$(C(F)(F)(F)),$(C#N),$(N(=O)(=O)),$([N+](=O)[O-]),$(C=O)])c1']
alpha_halo_EWG	Linkage = 'LOW' (PRI = 0.42, PSI = 2.85)	[$(C(F)(F)(F)),$(C#N),$(N(=O)(=O)),$([N+](=O)[O-])]-[CH,CH2]-[Cl,Br,I,$(O(S(=O)(=O)))]	Pearce, BC, Sofia, MJ, Good, AC, Drexler, DM, Stock, DA, 	An empirical process for the design of high-throughput screening deck filters.	TA1731		['[$(C(F)(F)(F)),$(C#N),$(N(=O)(=O)),$([N+](=O)[O-])]-[CH,CH2]-[Cl,Br,I,$(O(S(=O)(=O)))]']
2halo_pyrazine_3EWG	Linkage = 'MED' (PRI = 0.47, PSI = 4)	[n;R1]1c([F,Cl,Br,I])c([$(S(=O)(=O)),$(C(F)(F)(F)),$(C#N),$(N(=O)(=O)),$([N+](=O)[O-]),$(C=O)])ncc1	Pearce, BC, Sofia, MJ, Good, AC, Drexler, DM, Stock, DA, 	An empirical process for the design of high-throughput screening deck filters.	TA1732		['[n;R1]1c([F,Cl,Br,I])c([$(S(=O)(=O)),$(C(F)(F)(F)),$(C#N),$(N(=O)(=O)),$([N+](=O)[O-]),$(C=O)])ncc1']
boron_warhead	Linkage = 'MED' (PRI = 0.5, PSI = 4.49)	[C,c]~[#5]	Pearce, BC, Sofia, MJ, Good, AC, Drexler, DM, Stock, DA, 	An empirical process for the design of high-throughput screening deck filters.	TA1733		['[C,c]~[#5]']
diamino_sulfide	Linkage = 'LOW' (PRI = 0.63, PSI = 1.52)	[N,n]~[S;!R;D2]~[N,n]	Pearce, BC, Sofia, MJ, Good, AC, Drexler, DM, Stock, DA, 	An empirical process for the design of high-throughput screening deck filters.	TA1734		['[N,n]~[S;!R;D2]~[N,n]']
dicarbonyl_sulfonamide	Linkage = 'LOW' (PRI = 0.67, PSI = 4.04)	[$(N(-C(=O))(-C(=O))(-S(=O))),$(n([#6](=O))([#6](=O))([#16](=O)))]	Pearce, BC, Sofia, MJ, Good, AC, Drexler, DM, Stock, DA, 	An empirical process for the design of high-throughput screening deck filters.	TA1735		['[$(N(-C(=O))(-C(=O))(-S(=O))),$(n([#6](=O))([#6](=O))([#16](=O)))]']
acyl_imidazole	Linkage = 'LOW' (PRI = 0.69, PSI = 4.02)	[C;!$(C-N)](=O)n1[c;H1,$([#6]([*;!R]))]n[c;H1,$(c([*;!R]))][c;H1,$(c([*;!R]))]1	Pearce, BC, Sofia, MJ, Good, AC, Drexler, DM, Stock, DA, 	An empirical process for the design of high-throughput screening deck filters.	TA1736		['[C;!$(C-N)](=O)n1[c;H1,$([#6]([*;!R]))]n[c;H1,$(c([*;!R]))][c;H1,$(c([*;!R]))]1']
halo_phenolic_sulfonyl	Linkage = 'NR' (PRI = 0.73, PSI = 4)	S(=O)Oc1c([Cl,F])[cH1,$(c[F,Cl])]c([F,Cl])[cH1,$(c[F,Cl])]c1([F,Cl])	Pearce, BC, Sofia, MJ, Good, AC, Drexler, DM, Stock, DA, 	An empirical process for the design of high-throughput screening deck filters.	TA1737		['S(=O)Oc1c([Cl,F])[cH1,$(c[F,Cl])]c([F,Cl])[cH1,$(c[F,Cl])]c1([F,Cl])']
oxaziridine	Linkage = 'MED' (PRI = 0.75, PSI = 1.67)	C1~[O,S]~N1	Pearce, BC, Sofia, MJ, Good, AC, Drexler, DM, Stock, DA, 	An empirical process for the design of high-throughput screening deck filters.	TA1738		['C1~[O,S]~N1']
sulf_D3_nitrogen	Linkage = 'NR' (PRI = 0.77, PSI = 3.5)	[S;D3](-N)(-[c,C])(-[c,C])	Pearce, BC, Sofia, MJ, Good, AC, Drexler, DM, Stock, DA, 	An empirical process for the design of high-throughput screening deck filters.	TA1739		['[S;D3](-N)(-[c,C])(-[c,C])']
2halo_pyridine_3EWG	Linkage = 'LOW' (PRI = 0.82, PSI = 2.72)	[n;R1]1[c;!$(c=O)]([F,Cl,Br,I])c([$(S(=O)(=O)),$(C(F)(F)(F)),$(C#N),$(N(=O)(=O)),$([N+](=O)[O-]),$(C=O)])[c;!$(c-N)]c[c;!$(c-N)]1	Pearce, BC, Sofia, MJ, Good, AC, Drexler, DM, Stock, DA, 	An empirical process for the design of high-throughput screening deck filters.	TA1740		['[n;R1]1[c;!$(c=O)]([F,Cl,Br,I])c([$(S(=O)(=O)),$(C(F)(F)(F)),$(C#N),$(N(=O)(=O)),$([N+](=O)[O-]),$(C=O)])[c;!$(c-N)]c[c;!$(c-N)]1']
2halo_pyridine_5EWG	Linkage = 'MED' (PRI = 0.85, PSI = 3.25)	[n;R1]1[c;!$(c=O)]([F,Cl,Br,I])c[c;!$(c-N)]c([$(S(=O)(=O)),$(C(F)(F)(F)),$(C#N),$(N(=O)(=O)),$([N+](=O)[O-]),$(C=O)])[c;!$(c=O);!$(c-N)]1	Pearce, BC, Sofia, MJ, Good, AC, Drexler, DM, Stock, DA, 	An empirical process for the design of high-throughput screening deck filters.	TA1741		['[n;R1]1[c;!$(c=O)]([F,Cl,Br,I])c[c;!$(c-N)]c([$(S(=O)(=O)),$(C(F)(F)(F)),$(C#N),$(N(=O)(=O)),$([N+](=O)[O-]),$(C=O)])[c;!$(c=O);!$(c-N)]1']
halo_olefin_bis_EWG	Linkage = 'MED' (PRI = 0.85, PSI = 3.13)	C([Cl,Br,I,$(O(S(=O)(=O)))])=C([$(S(=O)(=O)),$(C(F)(F)(F)),$(C#N),$(N(=O)(=O)),$([N+](=O)[O-]),$(C=O)])([$(S(=O)(=O)),$(C(F)(F)(F)),$(C#N),$(N(=O)(=O)),$([N+](=O)[O-]),$(C=O)])	Pearce, BC, Sofia, MJ, Good, AC, Drexler, DM, Stock, DA, 	An empirical process for the design of high-throughput screening deck filters.	TA1742		['C([Cl,Br,I,$(O(S(=O)(=O)))])=C([$(S(=O)(=O)),$(C(F)(F)(F)),$(C#N),$(N(=O)(=O)),$([N+](=O)[O-]),$(C=O)])([$(S(=O)(=O)),$(C(F)(F)(F)),$(C#N),$(N(=O)(=O)),$([N+](=O)[O-]),$(C=O)])']
hyperval_sulfur	Linkage = 'MED' (PRI = 0.85, PSI = 3.24)	[$([#16&D3]),$([#16&D4])]=,:[#6]	Pearce, BC, Sofia, MJ, Good, AC, Drexler, DM, Stock, DA, 	An empirical process for the design of high-throughput screening deck filters.	TA1743		['[$([#16&D3]),$([#16&D4])]=,:[#6]']
ortho_hydroiminoquinone	Linkage = 'MED' (PRI = 0.87, PSI = 4.2)	c1c([N;D1])c([N;D1])c[cH1][cH1]1	Pearce, BC, Sofia, MJ, Good, AC, Drexler, DM, Stock, DA, 	An empirical process for the design of high-throughput screening deck filters.	TA1744		['c1c([N;D1])c([N;D1])c[cH1][cH1]1']
keto_def_heterocycle	Linkage = 'MED' (PRI = 0.89, PSI = 3.53)	[$(c([C;!R;!$(C-[N,O,S]);!$(C-[H])](=O))1naaaa1),$(c([C;!R;!$(C-[N,O,S]);!$(C-[H])](=O))1naa[n,s,o]1)]	Pearce, BC, Sofia, MJ, Good, AC, Drexler, DM, Stock, DA, 	An empirical process for the design of high-throughput screening deck filters.	TA1745		['[$(c([C;!R;!$(C-[N,O,S]);!$(C-[H])](=O))1naaaa1),$(c([C;!R;!$(C-[N,O,S]);!$(C-[H])](=O))1naa[n,s,o]1)]']
trichloromethyl_ketone	Linkage = 'MED' (PRI = 0.9, PSI = 3.14)	[$(C(=O));!$(C-N);!$(C-O);!$(C-S)]C(Cl)(Cl)(Cl)	Pearce, BC, Sofia, MJ, Good, AC, Drexler, DM, Stock, DA, 	An empirical process for the design of high-throughput screening deck filters.	TA1746		['[$(C(=O));!$(C-N);!$(C-O);!$(C-S)]C(Cl)(Cl)(Cl)']
phosphorus_phosphorus_bond	Linkage = 'NR' (PRI = 0.92, PSI = 2)	P~P	Pearce, BC, Sofia, MJ, Good, AC, Drexler, DM, Stock, DA, 	An empirical process for the design of high-throughput screening deck filters.	TA1747		['P~P']
monofluoroacetate	Linkage = 'MED' (PRI = 0.96, PSI = 2)	[C;H2](F)C(=O)[O,N,S]	Pearce, BC, Sofia, MJ, Good, AC, Drexler, DM, Stock, DA, 	An empirical process for the design of high-throughput screening deck filters.	TA1748		['[C;H2](F)C(=O)[O,N,S]']
aryl_phosphonate	Linkage = 'HIGH' (PRI = 1.01, PSI = 3.93)	P(=O)-[O;!R]-a	Pearce, BC, Sofia, MJ, Good, AC, Drexler, DM, Stock, DA, 	An empirical process for the design of high-throughput screening deck filters.	TA1749		['P(=O)-[O;!R]-a']
cyanohydrin	Linkage = 'HIGH' (PRI = 1.02, PSI = 4.05)	[C;X4](-[OH,NH1,NH2,SH])(-C#N)	Pearce, BC, Sofia, MJ, Good, AC, Drexler, DM, Stock, DA, 	An empirical process for the design of high-throughput screening deck filters.	TA1750		['[C;X4](-[OH,NH1,NH2,SH])(-C#N)']
activated_vinyl_ester	Linkage = 'HIGH' (PRI = 1.03, PSI = 3.88)	O=COC=[$(C(S(=O)(=O))),$(C(C(F)(F)(F))),$(C(C#N)),$(C(N(=O)(=O))),$(C([N+](=O)[O-])),$(C(C(=O)));!$(C(N))]	Pearce, BC, Sofia, MJ, Good, AC, Drexler, DM, Stock, DA, 	An empirical process for the design of high-throughput screening deck filters.	TA1751		['O=COC=[$(C(S(=O)(=O))),$(C(C(F)(F)(F))),$(C(C#N)),$(C(N(=O)(=O))),$(C([N+](=O)[O-])),$(C(C(=O)));!$(C(N))]']
thio_hydroxamate	Linkage = 'HIGH' (PRI = 1.06, PSI = 4.32)	[S;D2]([$(N(=C)),$(N(-S(=O)(=O))),$(N(-C(=O)))])	Pearce, BC, Sofia, MJ, Good, AC, Drexler, DM, Stock, DA, 	An empirical process for the design of high-throughput screening deck filters.	TA1752		['[S;D2]([$(N(=C)),$(N(-S(=O)(=O))),$(N(-C(=O)))])']
halo_imino	Linkage = 'HIGH' (PRI = 1.07, PSI = 3.81)	C(=[#7])([Cl,Br,I,$(O(S(=O)(=O)))])	Pearce, BC, Sofia, MJ, Good, AC, Drexler, DM, Stock, DA, 	An empirical process for the design of high-throughput screening deck filters.	TA1753		['C(=[#7])([Cl,Br,I,$(O(S(=O)(=O)))])']
activated_acetylene	Linkage = 'LOW' (PRI = 1.08, PSI = 2.34)	[$(S(=O)(=O)),$(C(F)(F)(F)),$(C#N),$(N(=O)(=O)),$([N+](=O)[O-]),$(C(=O))]C#[C;!$(C-N);!$(C-n)]	Pearce, BC, Sofia, MJ, Good, AC, Drexler, DM, Stock, DA, 	An empirical process for the design of high-throughput screening deck filters.	TA1754		['[$(S(=O)(=O)),$(C(F)(F)(F)),$(C#N),$(N(=O)(=O)),$([N+](=O)[O-]),$(C(=O))]C#[C;!$(C-N);!$(C-n)]']
acyl_pyrazole	Linkage = 'LOW' (PRI = 1.08, PSI = 2.76)	[C;!$(C-N)](=O)n1n[c;H1,$(c([*;!R]))][c;H1,$(c([*;!R]))][c;H1,$(c([*;!R]))]1	Pearce, BC, Sofia, MJ, Good, AC, Drexler, DM, Stock, DA, 	An empirical process for the design of high-throughput screening deck filters.	TA1755		['[C;!$(C-N)](=O)n1n[c;H1,$(c([*;!R]))][c;H1,$(c([*;!R]))][c;H1,$(c([*;!R]))]1']
sulfonyl_heteroatom	Linkage = 'HIGH' (PRI = 1.08, PSI = 4.26)	[!#6;!#1;!#11;!#19]O(S(=O)(=O)(-[C,c]))	Pearce, BC, Sofia, MJ, Good, AC, Drexler, DM, Stock, DA, 	An empirical process for the design of high-throughput screening deck filters.	TA1756		['[!#6;!#1;!#11;!#19]O(S(=O)(=O)(-[C,c]))']
triamide	Linkage = 'HIGH' (PRI = 1.08, PSI = 4.93)	[$(N(-C(=O))(-C(=O))(-C(=O))),$(n([#6](=O))([#6](=O))([#6](=O)))]	Pearce, BC, Sofia, MJ, Good, AC, Drexler, DM, Stock, DA, 	An empirical process for the design of high-throughput screening deck filters.	TA1757		['[$(N(-C(=O))(-C(=O))(-C(=O))),$(n([#6](=O))([#6](=O))([#6](=O)))]']
crown_ether	Linkage = 'HIGH' (PRI = 1.09, PSI = 5.78)	[$([O,S,#7;R1;r9,r10,r11,r12,r13,r14,r15,r16,r17,r18][CH,CH2;r9,r10,r11,r12,r13,r14,r15,r16,r17,r18][CH,CH2;r9,r10,r11,r12,r13,r14,r15,r16,r17,r18][O,S,#7;R1;r9,r10,r11,r12,r13,r14,r15,r16,r17,r18][CH,CH2;r9,r10,r11,r12,r13,r14,r15,r16,r17,r18][CH,CH2;r9,r10,r11,r12,r13,r14,r15,r16,r17,r18][O,S,#7;R1;r9,r10,r11,r12,r13,r14,r15,r16,r17,r18]),$([O,S,#7;R1;r9,r10,r11,r12,r13,r14,r15,r16,r17,r18][CH,CH2;r9,r10,r11,r12,r13,r14,r15,r16,r17,r18][CH,CH2;r9,r10,r11,r12,r13,r14,r15,r16,r17,r18][CH,CH2;r9,r10,r11,r12,r13,r14,r15,r16,r17,r18][O,S,#7;R1;r9,r10,r11,r12,r13,r14,r15,r16,r17,r18][CH,CH2;r9,r10,r11,r12,r13,r14,r15,r16,r17,r18][CH,CH2;r9,r10,r11,r12,r13,r14,r15,r16,r17,r18][CH,CH2;r9,r10,r11,r12,r13,r14,r15,r16,r17,r18][O,S,#7;R1;r9,r10,r11,r12,r13,r14,r15,r16,r17,r18]),$([O,S,#7;R1;r9,r10,r11,r12,r13,r14,r15,r16,r17,r18][CH,CH2;r9,r10,r11,r12,r13,r14,r15,r16,r17,r18][CH,CH2;r9,r10,r11,r12,r13,r14,r15,r16,r17,r18][O,S,#7;R1;r9,r10,r11,r12,r13,r14,r15,r16,r17,r18][CH,CH2;r9,r10,r11,r12,r13,r14,r15,r16,r17,r18][CH,CH2;r9,r10,r11,r12,r13,r14,r15,r16,r17,r18][CH,CH2;r9,r10,r11,r12,r13,r14,r15,r16,r17,r18][O,S,#7;R1;r9,r10,r11,r12,r13,r14,r15,r16,r17,r18])]	Pearce, BC, Sofia, MJ, Good, AC, Drexler, DM, Stock, DA, 	An empirical process for the design of high-throughput screening deck filters.	TA1758		['[$([O,S,#7;R1;r9,r10,r11,r12,r13,r14,r15,r16,r17,r18][CH,CH2;r9,r10,r11,r12,r13,r14,r15,r16,r17,r18][CH,CH2;r9,r10,r11,r12,r13,r14,r15,r16,r17,r18][O,S,#7;R1;r9,r10,r11,r12,r13,r14,r15,r16,r17,r18][CH,CH2;r9,r10,r11,r12,r13,r14,r15,r16,r17,r18][CH,CH2;r9,r10,r11,r12,r13,r14,r15,r16,r17,r18][O,S,#7;R1;r9,r10,r11,r12,r13,r14,r15,r16,r17,r18]),$([O,S,#7;R1;r9,r10,r11,r12,r13,r14,r15,r16,r17,r18][CH,CH2;r9,r10,r11,r12,r13,r14,r15,r16,r17,r18][CH,CH2;r9,r10,r11,r12,r13,r14,r15,r16,r17,r18][CH,CH2;r9,r10,r11,r12,r13,r14,r15,r16,r17,r18][O,S,#7;R1;r9,r10,r11,r12,r13,r14,r15,r16,r17,r18][CH,CH2;r9,r10,r11,r12,r13,r14,r15,r16,r17,r18][CH,CH2;r9,r10,r11,r12,r13,r14,r15,r16,r17,r18][CH,CH2;r9,r10,r11,r12,r13,r14,r15,r16,r17,r18][O,S,#7;R1;r9,r10,r11,r12,r13,r14,r15,r16,r17,r18]),$([O,S,#7;R1;r9,r10,r11,r12,r13,r14,r15,r16,r17,r18][CH,CH2;r9,r10,r11,r12,r13,r14,r15,r16,r17,r18][CH,CH2;r9,r10,r11,r12,r13,r14,r15,r16,r17,r18][O,S,#7;R1;r9,r10,r11,r12,r13,r14,r15,r16,r17,r18][CH,CH2;r9,r10,r11,r12,r13,r14,r15,r16,r17,r18][CH,CH2;r9,r10,r11,r12,r13,r14,r15,r16,r17,r18][CH,CH2;r9,r10,r11,r12,r13,r14,r15,r16,r17,r18][O,S,#7;R1;r9,r10,r11,r12,r13,r14,r15,r16,r17,r18])]']
